 ,Mean1,X1,Y1
453,558.426,234.833,150.343
454,549.985,234.833,150.343
455,555.236,234.833,150.343
456,560.974,234.833,150.343
457,551.969,234.833,150.343
458,564.974,234.833,150.343
459,557.923,234.833,150.343
460,558.400,234.833,150.343
461,558.559,234.833,150.343
462,580.810,234.833,150.343
463,578.195,234.833,150.343
464,544.897,234.833,150.343
465,582.508,234.833,150.343
466,581.164,234.833,150.343
467,568.533,234.833,150.343
468,565.272,234.833,150.343
469,575.964,234.833,150.343
470,561.713,234.833,150.343
471,583.221,234.833,150.343
472,575.672,234.833,150.343
473,582.180,234.833,150.343
474,584.338,234.833,150.343
475,551.559,234.833,150.343
476,545.487,234.833,150.343
477,554.574,234.833,150.343
478,571.287,234.833,150.343
479,552.938,234.833,150.343
480,573.928,234.833,150.343
481,558.133,234.833,150.343
482,556.492,234.833,150.343
483,541.262,234.833,150.343
484,534.221,234.833,150.343
485,579.118,234.833,150.343
486,546.456,234.833,150.343
487,544.631,234.833,150.343
488,542.118,234.833,150.343
489,572.180,234.833,150.343
490,542.759,234.833,150.343
491,546.944,234.833,150.343
492,542.800,234.833,150.343
493,567.205,234.833,150.343
494,563.359,234.833,150.343
495,536.933,234.833,150.343
496,582.246,234.833,150.343
497,581.503,234.833,150.343
498,558.415,234.833,150.343
499,558.467,234.833,150.343
500,546.323,234.833,150.343
501,555.333,234.833,150.343
502,556.277,234.833,150.343
503,566.487,234.833,150.343
504,559.795,234.833,150.343
505,546.600,234.833,150.343
506,558.538,234.833,150.343
507,541.615,234.833,150.343
508,577.513,234.833,150.343
509,569.333,234.833,150.343
510,560.856,234.833,150.343
511,563.169,234.833,150.343
512,563.010,234.833,150.343
513,548.364,234.833,150.343
514,537.831,234.833,150.343
515,544.723,234.833,150.343
516,562.472,234.833,150.343
517,578.097,234.833,150.343
518,566.913,234.833,150.343
519,565.292,234.833,150.343
520,569.221,234.833,150.343
521,559.328,234.833,150.343
522,553.097,234.833,150.343
523,568.646,234.833,150.343
524,564.395,234.833,150.343
525,574.928,234.833,150.343
526,565.441,234.833,150.343
527,580.564,234.833,150.343
528,553.103,234.833,150.343
529,569.369,234.833,150.343
530,551.877,234.833,150.343
531,563.477,234.833,150.343
532,567.246,234.833,150.343
533,584.421,234.833,150.343
534,581.667,234.833,150.343
535,582.062,234.833,150.343
536,591.426,234.833,150.343
537,589.385,234.833,150.343
538,564.159,234.833,150.343
539,573.180,234.833,150.343
540,580.518,234.833,150.343
541,569.262,234.833,150.343
542,580.810,234.833,150.343
543,567.313,234.833,150.343
544,572.385,234.833,150.343
545,568.082,234.833,150.343
546,562.195,234.833,150.343
547,580.010,234.833,150.343
548,564.426,234.833,150.343
549,582.272,234.833,150.343
550,570.056,234.833,150.343
551,592.544,234.833,150.343
552,569.774,234.833,150.343
553,552.610,234.833,150.343
554,564.359,234.833,150.343
555,559.308,234.833,150.343
556,561.897,234.833,150.343
557,555.354,234.833,150.343
558,556.169,234.833,150.343
559,561.010,234.833,150.343
560,535.251,234.833,150.343
561,553.897,234.833,150.343
562,542.380,234.833,150.343
563,568.585,234.833,150.343
564,563.477,234.833,150.343
565,579.554,234.833,150.343
566,551.687,234.833,150.343
567,573.549,234.833,150.343
568,540.713,234.833,150.343
569,545.154,234.833,150.343
570,548.221,234.833,150.343
571,557.549,234.833,150.343
572,554.579,234.833,150.343
573,545.738,234.833,150.343
574,545.979,234.833,150.343
575,559.426,234.833,150.343
576,547.805,234.833,150.343
577,553.267,234.833,150.343
578,560.703,234.833,150.343
579,564.436,234.833,150.343
580,570.928,234.833,150.343
581,571.359,234.833,150.343
582,568.210,234.833,150.343
583,550.415,234.833,150.343
584,565.462,234.833,150.343
585,570.728,234.833,150.343
586,551.103,234.833,150.343
587,537.256,234.833,150.343
588,540.733,234.833,150.343
589,538.005,234.833,150.343
590,530.410,234.833,150.343
591,537.733,234.833,150.343
592,527.390,234.833,150.343
593,525.820,234.833,150.343
594,538.436,234.833,150.343
595,542.959,234.833,150.343
596,532.579,234.833,150.343
597,539.672,234.833,150.343
598,513.692,234.833,150.343
599,516.205,234.833,150.343
600,521.523,234.833,150.343
