 ,Mean1,X1,Y1,Mean2,X2,Y2,Mean3,X3,Y3,Mean4,X4,Y4,Mean5,X5,Y5,Mean6,X6,Y6,Mean7,X7,Y7,Mean8,X8,Y8,Mean9,X9,Y9,Mean10,X10,Y10,Mean11,X11,Y11,Mean12,X12,Y12,Mean13,X13,Y13,Mean14,X14,Y14,Mean15,X15,Y15,Mean16,X16,Y16,Mean17,X17,Y17,Mean18,X18,Y18,Mean19,X19,Y19,Mean20,X20,Y20,Mean21,X21,Y21,Mean22,X22,Y22,Mean23,X23,Y23,Mean24,X24,Y24,Mean25,X25,Y25,Mean26,X26,Y26,Mean27,X27,Y27,Mean28,X28,Y28,Mean29,X29,Y29,Mean30,X30,Y30,Mean31,X31,Y31,Mean32,X32,Y32,Mean33,X33,Y33,Mean34,X34,Y34,Mean35,X35,Y35,Mean36,X36,Y36,Mean37,X37,Y37,Mean38,X38,Y38,Mean39,X39,Y39,Mean40,X40,Y40,Mean41,X41,Y41,Mean42,X42,Y42,Mean43,X43,Y43,Mean44,X44,Y44,Mean45,X45,Y45,Mean46,X46,Y46,Mean47,X47,Y47,Mean48,X48,Y48,Mean49,X49,Y49,Mean50,X50,Y50,Mean51,X51,Y51,Mean52,X52,Y52,Mean53,X53,Y53,Mean54,X54,Y54,Mean55,X55,Y55,Mean56,X56,Y56,Mean57,X57,Y57,Mean58,X58,Y58,Mean59,X59,Y59,Mean60,X60,Y60,Mean61,X61,Y61,Mean62,X62,Y62,Mean63,X63,Y63,Mean64,X64,Y64,Mean65,X65,Y65,Mean66,X66,Y66,Mean67,X67,Y67,Mean68,X68,Y68,Mean69,X69,Y69,Mean70,X70,Y70,Mean71,X71,Y71,Mean72,X72,Y72,Mean73,X73,Y73,Mean74,X74,Y74,Mean75,X75,Y75,Mean76,X76,Y76,Mean77,X77,Y77,Mean78,X78,Y78,Mean79,X79,Y79,Mean80,X80,Y80,Mean81,X81,Y81,Mean82,X82,Y82,Mean83,X83,Y83,Mean84,X84,Y84,Mean85,X85,Y85,Mean86,X86,Y86,Mean87,X87,Y87,Mean88,X88,Y88,Mean89,X89,Y89,Mean90,X90,Y90,Mean91,X91,Y91,Mean92,X92,Y92,Mean93,X93,Y93,Mean94,X94,Y94,Mean95,X95,Y95,Mean96,X96,Y96,Mean97,X97,Y97,Mean98,X98,Y98,Mean99,X99,Y99,Mean100,X100,Y100,Mean101,X101,Y101,Mean102,X102,Y102,Mean103,X103,Y103,Mean104,X104,Y104,Mean105,X105,Y105,Mean106,X106,Y106,Mean107,X107,Y107,Mean108,X108,Y108
1,479.535,57.041,134.673,442.524,45.307,241.124,561.719,294.402,68.543,440.914,66.351,257.914,541.073,383.791,119.866,531.279,219.287,92.677,511.121,169.626,83.340,457.135,139.490,322.295,501.689,141.250,157.737,448.424,101.722,306.975,450.691,92.361,18.698,466.415,114.652,270.231,490.759,142.893,236.954,510.591,236.635,21.209,519.635,313.329,14.808,484.885,145.726,26.208,503.004,150.079,196.671,453.987,70.744,215.489,425.939,52.276,29.859,528.968,397.295,151.352,537.018,336.738,108.291,512.146,161.086,119.468,440.619,64.051,47.147,525.977,282.917,20.891,485.490,116.502,180.524,510.766,218.136,262.129,530.090,265.331,259.751,518.074,252.266,251.510,438.033,41.454,154.066,531.500,156.283,87.928,515.000,294.488,285.887,466.058,82.655,192.042,500.575,306.439,321.920,385.645,15.584,16.770,456.820,91.236,263.941,538.897,284.402,82.421,475.286,119.665,33.545,492.379,191.590,290.952,412.403,26.070,65.617,461.639,84.895,241.971,496.035,259.145,311.487,498.293,230.195,302.139,521.408,334.319,31.941,517.182,315.522,267.388,520.930,401.680,200.311,482.738,225.741,323.150,410.174,28.366,43.498,441.747,47.056,172.366,537.220,330.643,85.361,525.948,358.027,242.014,478.738,199.925,324.184,489.947,344.941,324.302,519.604,364.219,271.498,513.668,186.788,98.103,522.651,183.676,119.593,519.923,206.078,68.478,505.508,328.260,296.899,463.421,79.492,119.181,519.283,180.968,134.194,514.721,167.951,144.225,466.669,105.134,250.241,533.261,363.058,197.893,481.187,103.333,145.301,484.538,373.308,325.960,529.350,290.451,37.670,505.173,206.109,18.686,463.731,73.322,157.162,541.576,288.340,118.322,491.506,386.366,307.695,509.005,266.154,281.544,542.344,328.974,148.544,432.086,36.736,112.054,542.107,290.233,168.427,476.493,109.050,219.442,406.051,18.162,246.043,393.837,9.678,262.201,516.816,381.898,47.714,440.924,59.554,73.919,495.016,146.451,46.910,502.702,171.827,48.435,512.769,358.007,17.959,504.169,376.743,284.206,470.732,81.885,176.845,505.041,289.914,305.925,494.660,136.293,80.433,478.976,103.594,118.799,516.288,380.203,256.780,528.294,389.198,102.185,527.655,351.198,232.579,535.389,309.697,80.194,544.666,308.048,125.124,525.291,344.051,257.406,516.800,192.635,80.119,529.967,306.397,59.297,400.386,51.480,320.841,500.796,173.152,259.476,441.240,49.501,196.827,408.404,11.329,199.176,378.822,18.891,309.909,535.201,421.753,122.524,499.474,410.106,13.734,547.545,233.783,124.156,541.005,213.664,129.899,508.239,183.076,18.298,526.211,402.857,223.379,535.931,392.870,85.438,409.887,7.736,130.348,443.906,87.053,287.877
2,467.503,57.041,134.673,434.678,45.307,241.124,546.874,294.402,68.543,431.949,66.351,257.914,529.214,383.791,119.866,517.822,219.287,92.677,498.355,169.626,83.340,446.505,139.490,322.295,491.483,141.250,157.737,439.901,101.722,306.975,439.476,92.361,18.698,454.225,114.652,270.231,479.302,142.893,236.954,498.398,236.635,21.209,506.415,313.329,14.808,473.481,145.726,26.208,489.167,150.079,196.671,443.289,70.744,215.489,414.077,52.276,29.859,516.689,397.295,151.352,524.596,336.738,108.291,500.962,161.086,119.468,429.283,64.051,47.147,508.025,282.917,20.891,474.938,116.502,180.524,498.690,218.136,262.129,516.426,265.331,259.751,505.628,252.266,251.510,427.324,41.454,154.066,519.061,156.283,87.928,504.409,294.488,285.887,454.466,82.655,192.042,490.776,306.439,321.920,377.500,15.584,16.770,446.680,91.236,263.941,527.043,284.402,82.421,466.200,119.665,33.545,480.177,191.590,290.952,403.074,26.070,65.617,451.240,84.895,241.971,486.454,259.145,311.487,486.661,230.195,302.139,509.400,334.319,31.941,506.324,315.522,267.388,509.822,401.680,200.311,472.278,225.741,323.150,401.174,28.366,43.498,432.138,47.056,172.366,523.424,330.643,85.361,511.936,358.027,242.014,468.198,199.925,324.184,478.407,344.941,324.302,506.938,364.219,271.498,503.286,186.788,98.103,510.811,183.676,119.593,505.613,206.078,68.478,494.327,328.260,296.899,453.633,79.492,119.181,507.579,180.968,134.194,502.062,167.951,144.225,456.957,105.134,250.241,520.177,363.058,197.893,471.192,103.333,145.301,475.647,373.308,325.960,515.170,290.451,37.670,492.585,206.109,18.686,451.715,73.322,157.162,528.287,288.340,118.322,480.127,386.366,307.695,497.220,266.154,281.544,528.430,328.974,148.544,422.338,36.736,112.054,528.487,290.233,168.427,465.381,109.050,219.442,397.945,18.162,246.043,385.927,9.678,262.201,504.190,381.898,47.714,430.344,59.554,73.919,483.695,146.451,46.910,489.679,171.827,48.435,500.071,358.007,17.959,491.269,376.743,284.206,459.566,81.885,176.845,495.237,289.914,305.925,481.884,136.293,80.433,467.040,103.594,118.799,504.732,380.203,256.780,515.404,389.198,102.185,515.311,351.198,232.579,522.297,309.697,80.194,532.087,308.048,125.124,514.688,344.051,257.406,505.853,192.635,80.119,517.206,306.397,59.297,392.630,51.480,320.841,488.298,173.152,259.476,431.397,49.501,196.827,400.476,11.329,199.176,371.590,18.891,309.909,521.514,421.753,122.524,487.117,410.106,13.734,531.301,233.783,124.156,526.565,213.664,129.899,494.648,183.076,18.298,514.139,402.857,223.379,518.149,392.870,85.438,401.118,7.736,130.348,433.298,87.053,287.877
3,462.463,57.041,134.673,431.567,45.307,241.124,540.593,294.402,68.543,427.080,66.351,257.914,522.574,383.791,119.866,511.306,219.287,92.677,493.770,169.626,83.340,441.628,139.490,322.295,484.294,141.250,157.737,434.872,101.722,306.975,435.108,92.361,18.698,449.394,114.652,270.231,473.856,142.893,236.954,493.703,236.635,21.209,500.935,313.329,14.808,466.593,145.726,26.208,484.460,150.079,196.671,438.080,70.744,215.489,412.586,52.276,29.859,512.092,397.295,151.352,518.790,336.738,108.291,493.821,161.086,119.468,424.756,64.051,47.147,501.612,282.917,20.891,470.541,116.502,180.524,493.638,218.136,262.129,511.081,265.331,259.751,500.975,252.266,251.510,423.111,41.454,154.066,513.150,156.283,87.928,496.035,294.488,285.887,450.598,82.655,192.042,485.136,306.439,321.920,373.905,15.584,16.770,440.721,91.236,263.941,518.054,284.402,82.421,460.496,119.665,33.545,475.435,191.590,290.952,397.665,26.070,65.617,445.968,84.895,241.971,481.475,259.145,311.487,480.658,230.195,302.139,502.720,334.319,31.941,500.617,315.522,267.388,503.284,401.680,200.311,466.621,225.741,323.150,394.632,28.366,43.498,426.368,47.056,172.366,519.057,330.643,85.361,506.271,358.027,242.014,463.193,199.925,324.184,472.815,344.941,324.302,501.549,364.219,271.498,495.177,186.788,98.103,502.601,183.676,119.593,500.170,206.078,68.478,487.790,328.260,296.899,448.387,79.492,119.181,501.650,180.968,134.194,496.479,167.951,144.225,450.633,105.134,250.241,513.358,363.058,197.893,465.402,103.333,145.301,471.511,373.308,325.960,508.939,290.451,37.670,486.772,206.109,18.686,447.073,73.322,157.162,522.248,288.340,118.322,474.523,386.366,307.695,492.234,266.154,281.544,522.373,328.974,148.544,417.397,36.736,112.054,522.543,290.233,168.427,458.861,109.050,219.442,394.292,18.162,246.043,383.173,9.678,262.201,497.562,381.898,47.714,425.165,59.554,73.919,476.071,146.451,46.910,483.560,171.827,48.435,494.547,358.007,17.959,486.421,376.743,284.206,452.689,81.885,176.845,489.393,289.914,305.925,476.360,136.293,80.433,462.894,103.594,118.799,498.352,380.203,256.780,509.638,389.198,102.185,508.129,351.198,232.579,515.611,309.697,80.194,523.160,308.048,125.124,509.562,344.051,257.406,500.100,192.635,80.119,509.833,306.397,59.297,389.289,51.480,320.841,483.618,173.152,259.476,426.831,49.501,196.827,396.270,11.329,199.176,368.006,18.891,309.909,513.041,421.753,122.524,481.052,410.106,13.734,524.913,233.783,124.156,519.873,213.664,129.899,485.554,183.076,18.298,506.532,402.857,223.379,508.806,392.870,85.438,396.491,7.736,130.348,429.812,87.053,287.877
4,456.801,57.041,134.673,426.723,45.307,241.124,532.582,294.402,68.543,421.167,66.351,257.914,515.920,383.791,119.866,504.775,219.287,92.677,485.167,169.626,83.340,436.687,139.490,322.295,478.752,141.250,157.737,429.561,101.722,306.975,431.026,92.361,18.698,442.590,114.652,270.231,469.309,142.893,236.954,486.809,236.635,21.209,492.372,313.329,14.808,460.555,145.726,26.208,478.476,150.079,196.671,433.796,70.744,215.489,409.130,52.276,29.859,506.768,397.295,151.352,511.442,336.738,108.291,488.578,161.086,119.468,418.999,64.051,47.147,496.173,282.917,20.891,465.089,116.502,180.524,488.731,218.136,262.129,506.439,265.331,259.751,494.459,252.266,251.510,417.558,41.454,154.066,507.967,156.283,87.928,488.654,294.488,285.887,446.108,82.655,192.042,479.720,306.439,321.920,369.161,15.584,16.770,434.536,91.236,263.941,512.895,284.402,82.421,456.753,119.665,33.545,469.951,191.590,290.952,394.319,26.070,65.617,440.249,84.895,241.971,474.585,259.145,311.487,474.168,230.195,302.139,498.480,334.319,31.941,494.545,315.522,267.388,497.468,401.680,200.311,460.557,225.741,323.150,390.343,28.366,43.498,423.007,47.056,172.366,511.467,330.643,85.361,500.312,358.027,242.014,459.435,199.925,324.184,466.787,344.941,324.302,495.480,364.219,271.498,490.642,186.788,98.103,496.403,183.676,119.593,494.459,206.078,68.478,482.427,328.260,296.899,442.896,79.492,119.181,495.209,180.968,134.194,490.493,167.951,144.225,446.070,105.134,250.241,507.727,363.058,197.893,460.937,103.333,145.301,469.986,373.308,325.960,502.621,290.451,37.670,480.350,206.109,18.686,442.649,73.322,157.162,516.367,288.340,118.322,469.828,386.366,307.695,485.830,266.154,281.544,516.218,328.974,148.544,413.139,36.736,112.054,517.224,290.233,168.427,453.923,109.050,219.442,388.489,18.162,246.043,375.707,9.678,262.201,492.590,381.898,47.714,421.474,59.554,73.919,469.305,146.451,46.910,477.914,171.827,48.435,491.206,358.007,17.959,480.249,376.743,284.206,449.775,81.885,176.845,483.678,289.914,305.925,470.500,136.293,80.433,456.565,103.594,118.799,491.697,380.203,256.780,503.859,389.198,102.185,503.676,351.198,232.579,510.343,309.697,80.194,515.127,308.048,125.124,504.293,344.051,257.406,495.369,192.635,80.119,504.725,306.397,59.297,385.967,51.480,320.841,478.246,173.152,259.476,422.503,49.501,196.827,392.500,11.329,199.176,364.212,18.891,309.909,504.564,421.753,122.524,475.652,410.106,13.734,520.277,233.783,124.156,512.982,213.664,129.899,481.405,183.076,18.298,498.644,402.857,223.379,495.778,392.870,85.438,392.438,7.736,130.348,425.125,87.053,287.877
5,451.978,57.041,134.673,418.720,45.307,241.124,527.205,294.402,68.543,417.468,66.351,257.914,509.573,383.791,119.866,501.322,219.287,92.677,482.521,169.626,83.340,432.583,139.490,322.295,474.070,141.250,157.737,426.943,101.722,306.975,430.457,92.361,18.698,439.536,114.652,270.231,464.962,142.893,236.954,482.854,236.635,21.209,489.339,313.329,14.808,457.060,145.726,26.208,474.441,150.079,196.671,430.292,70.744,215.489,405.464,52.276,29.859,501.551,397.295,151.352,507.303,336.738,108.291,485.359,161.086,119.468,416.245,64.051,47.147,492.459,282.917,20.891,460.461,116.502,180.524,483.774,218.136,262.129,502.471,265.331,259.751,490.370,252.266,251.510,414.429,41.454,154.066,503.285,156.283,87.928,484.105,294.488,285.887,441.259,82.655,192.042,475.587,306.439,321.920,367.198,15.584,16.770,433.325,91.236,263.941,508.583,284.402,82.421,453.014,119.665,33.545,466.388,191.590,290.952,391.411,26.070,65.617,435.024,84.895,241.971,470.211,259.145,311.487,470.159,230.195,302.139,495.048,334.319,31.941,490.256,315.522,267.388,492.643,401.680,200.311,456.806,225.741,323.150,387.559,28.366,43.498,419.262,47.056,172.366,507.316,330.643,85.361,497.331,358.027,242.014,454.968,199.925,324.184,463.653,344.941,324.302,490.725,364.219,271.498,486.725,186.788,98.103,489.349,183.676,119.593,490.424,206.078,68.478,479.357,328.260,296.899,439.508,79.492,119.181,489.673,180.968,134.194,486.314,167.951,144.225,441.455,105.134,250.241,502.358,363.058,197.893,456.033,103.333,145.301,468.954,373.308,325.960,497.240,290.451,37.670,476.667,206.109,18.686,439.533,73.322,157.162,513.109,288.340,118.322,468.053,386.366,307.695,482.251,266.154,281.544,511.395,328.974,148.544,410.085,36.736,112.054,511.609,290.233,168.427,450.545,109.050,219.442,384.534,18.162,246.043,376.382,9.678,262.201,488.377,381.898,47.714,417.900,59.554,73.919,465.579,146.451,46.910,473.745,171.827,48.435,487.387,358.007,17.959,475.821,376.743,284.206,448.543,81.885,176.845,479.615,289.914,305.925,466.592,136.293,80.433,454.441,103.594,118.799,488.514,380.203,256.780,497.977,389.198,102.185,498.745,351.198,232.579,506.396,309.697,80.194,513.340,308.048,125.124,499.436,344.051,257.406,492.351,192.635,80.119,499.282,306.397,59.297,383.223,51.480,320.841,473.160,173.152,259.476,419.760,49.501,196.827,388.237,11.329,199.176,361.122,18.891,309.909,499.012,421.753,122.524,471.277,410.106,13.734,514.136,233.783,124.156,509.585,213.664,129.899,473.083,183.076,18.298,493.093,402.857,223.379,492.465,392.870,85.438,391.521,7.736,130.348,423.199,87.053,287.877
6,451.689,57.041,134.673,417.182,45.307,241.124,524.943,294.402,68.543,417.225,66.351,257.914,509.467,383.791,119.866,499.007,219.287,92.677,480.266,169.626,83.340,430.378,139.490,322.295,472.684,141.250,157.737,425.556,101.722,306.975,428.790,92.361,18.698,440.142,114.652,270.231,463.510,142.893,236.954,481.781,236.635,21.209,488.664,313.329,14.808,456.843,145.726,26.208,473.987,150.079,196.671,430.564,70.744,215.489,403.707,52.276,29.859,499.372,397.295,151.352,506.594,336.738,108.291,484.134,161.086,119.468,414.351,64.051,47.147,489.033,282.917,20.891,458.141,116.502,180.524,483.144,218.136,262.129,503.103,265.331,259.751,489.771,252.266,251.510,414.193,41.454,154.066,501.668,156.283,87.928,483.646,294.488,285.887,440.166,82.655,192.042,473.880,306.439,321.920,366.347,15.584,16.770,432.231,91.236,263.941,508.390,284.402,82.421,452.252,119.665,33.545,465.426,191.590,290.952,391.954,26.070,65.617,434.011,84.895,241.971,468.634,259.145,311.487,469.509,230.195,302.139,492.975,334.319,31.941,489.198,315.522,267.388,492.805,401.680,200.311,455.029,225.741,323.150,387.051,28.366,43.498,418.121,47.056,172.366,503.960,330.643,85.361,497.262,358.027,242.014,453.558,199.925,324.184,462.296,344.941,324.302,488.536,364.219,271.498,483.029,186.788,98.103,490.403,183.676,119.593,489.469,206.078,68.478,476.933,328.260,296.899,437.489,79.492,119.181,487.872,180.968,134.194,484.102,167.951,144.225,441.703,105.134,250.241,501.786,363.058,197.893,454.736,103.333,145.301,462.087,373.308,325.960,495.942,290.451,37.670,475.247,206.109,18.686,437.436,73.322,157.162,510.801,288.340,118.322,467.155,386.366,307.695,479.517,266.154,281.544,509.472,328.974,148.544,407.188,36.736,112.054,510.020,290.233,168.427,449.490,109.050,219.442,383.470,18.162,246.043,373.594,9.678,262.201,488.048,381.898,47.714,416.956,59.554,73.919,464.370,146.451,46.910,473.047,171.827,48.435,485.979,358.007,17.959,475.085,376.743,284.206,445.050,81.885,176.845,478.098,289.914,305.925,466.435,136.293,80.433,452.587,103.594,118.799,487.100,380.203,256.780,496.141,389.198,102.185,498.534,351.198,232.579,504.141,309.697,80.194,512.777,308.048,125.124,499.002,344.051,257.406,491.924,192.635,80.119,498.628,306.397,59.297,382.931,51.480,320.841,473.113,173.152,259.476,419.014,49.501,196.827,386.403,11.329,199.176,360.354,18.891,309.909,500.381,421.753,122.524,470.507,410.106,13.734,512.390,233.783,124.156,507.551,213.664,129.899,471.722,183.076,18.298,489.822,402.857,223.379,491.410,392.870,85.438,387.457,7.736,130.348,421.205,87.053,287.877
7,448.493,57.041,134.673,412.560,45.307,241.124,520.087,294.402,68.543,414.614,66.351,257.914,506.396,383.791,119.866,496.086,219.287,92.677,475.766,169.626,83.340,428.551,139.490,322.295,469.136,141.250,157.737,422.503,101.722,306.975,426.611,92.361,18.698,436.491,114.652,270.231,460.542,142.893,236.954,478.612,236.635,21.209,483.314,313.329,14.808,451.863,145.726,26.208,470.359,150.079,196.671,427.511,70.744,215.489,399.559,52.276,29.859,496.748,397.295,151.352,502.532,336.738,108.291,481.157,161.086,119.468,412.439,64.051,47.147,486.657,282.917,20.891,456.314,116.502,180.524,480.814,218.136,262.129,498.184,265.331,259.751,484.676,252.266,251.510,411.421,41.454,154.066,497.537,156.283,87.928,482.416,294.488,285.887,435.974,82.655,192.042,470.734,306.439,321.920,363.620,15.584,16.770,428.310,91.236,263.941,505.305,284.402,82.421,448.044,119.665,33.545,461.651,191.590,290.952,388.452,26.070,65.617,430.358,84.895,241.971,465.838,259.145,311.487,467.526,230.195,302.139,489.505,334.319,31.941,485.323,315.522,267.388,487.730,401.680,200.311,453.709,225.741,323.150,385.230,28.366,43.498,415.131,47.056,172.366,500.549,330.643,85.361,492.047,358.027,242.014,448.343,199.925,324.184,458.847,344.941,324.302,484.854,364.219,271.498,480.400,186.788,98.103,485.450,183.676,119.593,486.860,206.078,68.478,473.778,328.260,296.899,433.770,79.492,119.181,485.663,180.968,134.194,481.227,167.951,144.225,437.709,105.134,250.241,497.442,363.058,197.893,452.683,103.333,145.301,457.723,373.308,325.960,492.503,290.451,37.670,472.396,206.109,18.686,435.291,73.322,157.162,508.331,288.340,118.322,463.189,386.366,307.695,477.091,266.154,281.544,505.733,328.974,148.544,405.115,36.736,112.054,507.749,290.233,168.427,447.950,109.050,219.442,380.623,18.162,246.043,369.786,9.678,262.201,484.762,381.898,47.714,414.835,59.554,73.919,461.961,146.451,46.910,469.887,171.827,48.435,482.460,358.007,17.959,472.908,376.743,284.206,441.017,81.885,176.845,475.737,289.914,305.925,462.449,136.293,80.433,450.216,103.594,118.799,484.380,380.203,256.780,492.655,389.198,102.185,494.850,351.198,232.579,500.840,309.697,80.194,508.178,308.048,125.124,495.859,344.051,257.406,488.498,192.635,80.119,496.273,306.397,59.297,381.458,51.480,320.841,469.678,173.152,259.476,415.732,49.501,196.827,384.220,11.329,199.176,358.880,18.891,309.909,494.568,421.753,122.524,467.270,410.106,13.734,508.089,233.783,124.156,502.726,213.664,129.899,465.775,183.076,18.298,487.667,402.857,223.379,489.344,392.870,85.438,382.109,7.736,130.348,418.651,87.053,287.877
8,444.159,57.041,134.673,405.632,45.307,241.124,518.852,294.402,68.543,414.151,66.351,257.914,505.207,383.791,119.866,494.288,219.287,92.677,474.869,169.626,83.340,426.800,139.490,322.295,468.214,141.250,157.737,421.020,101.722,306.975,423.635,92.361,18.698,435.133,114.652,270.231,461.031,142.893,236.954,477.573,236.635,21.209,480.191,313.329,14.808,455.404,145.726,26.208,469.753,150.079,196.671,426.285,70.744,215.489,399.105,52.276,29.859,494.729,397.295,151.352,501.580,336.738,108.291,480.952,161.086,119.468,410.815,64.051,47.147,484.396,282.917,20.891,454.141,116.502,180.524,476.993,218.136,262.129,496.731,265.331,259.751,484.837,252.266,251.510,410.410,41.454,154.066,495.650,156.283,87.928,481.374,294.488,285.887,436.245,82.655,192.042,469.524,306.439,321.920,364.033,15.584,16.770,428.645,91.236,263.941,501.742,284.402,82.421,447.555,119.665,33.545,460.442,191.590,290.952,389.624,26.070,65.617,429.283,84.895,241.971,464.394,259.145,311.487,466.242,230.195,302.139,488.465,334.319,31.941,482.692,315.522,267.388,486.297,401.680,200.311,452.369,225.741,323.150,385.632,28.366,43.498,414.542,47.056,172.366,498.473,330.643,85.361,490.304,358.027,242.014,447.126,199.925,324.184,458.211,344.941,324.302,482.427,364.219,271.498,479.613,186.788,98.103,485.382,183.676,119.593,484.587,206.078,68.478,473.352,328.260,296.899,435.081,79.492,119.181,484.667,180.968,134.194,479.547,167.951,144.225,438.051,105.134,250.241,497.051,363.058,197.893,450.249,103.333,145.301,455.038,373.308,325.960,490.784,290.451,37.670,469.520,206.109,18.686,434.977,73.322,157.162,506.674,288.340,118.322,461.508,386.366,307.695,474.696,266.154,281.544,504.193,328.974,148.544,403.470,36.736,112.054,505.671,290.233,168.427,446.112,109.050,219.442,381.340,18.162,246.043,367.740,9.678,262.201,483.129,381.898,47.714,415.582,59.554,73.919,458.183,146.451,46.910,468.580,171.827,48.435,480.970,358.007,17.959,471.614,376.743,284.206,438.821,81.885,176.845,473.062,289.914,305.925,461.457,136.293,80.433,448.773,103.594,118.799,482.957,380.203,256.780,490.740,389.198,102.185,492.032,351.198,232.579,499.693,309.697,80.194,505.807,308.048,125.124,493.478,344.051,257.406,487.010,192.635,80.119,493.448,306.397,59.297,381.220,51.480,320.841,468.762,173.152,259.476,414.672,49.501,196.827,383.041,11.329,199.176,357.816,18.891,309.909,492.982,421.753,122.524,465.335,410.106,13.734,507.178,233.783,124.156,502.787,213.664,129.899,463.317,183.076,18.298,486.862,402.857,223.379,490.372,392.870,85.438,378.380,7.736,130.348,418.690,87.053,287.877
9,445.669,57.041,134.673,407.016,45.307,241.124,518.522,294.402,68.543,413.844,66.351,257.914,503.669,383.791,119.866,493.687,219.287,92.677,472.504,169.626,83.340,425.700,139.490,322.295,467.951,141.250,157.737,420.359,101.722,306.975,422.114,92.361,18.698,435.016,114.652,270.231,459.750,142.893,236.954,478.283,236.635,21.209,479.477,313.329,14.808,451.821,145.726,26.208,470.278,150.079,196.671,425.841,70.744,215.489,398.980,52.276,29.859,492.722,397.295,151.352,500.387,336.738,108.291,480.876,161.086,119.468,409.967,64.051,47.147,483.997,282.917,20.891,453.905,116.502,180.524,477.451,218.136,262.129,497.350,265.331,259.751,483.816,252.266,251.510,409.364,41.454,154.066,490.790,156.283,87.928,483.440,294.488,285.887,435.085,82.655,192.042,469.730,306.439,321.920,362.835,15.584,16.770,427.112,91.236,263.941,501.269,284.402,82.421,445.402,119.665,33.545,461.220,191.590,290.952,388.496,26.070,65.617,428.021,84.895,241.971,463.014,259.145,311.487,465.755,230.195,302.139,488.322,334.319,31.941,482.909,315.522,267.388,486.465,401.680,200.311,450.495,225.741,323.150,383.855,28.366,43.498,414.375,47.056,172.366,497.559,330.643,85.361,489.483,358.027,242.014,446.995,199.925,324.184,457.049,344.941,324.302,481.566,364.219,271.498,480.397,186.788,98.103,484.437,183.676,119.593,484.958,206.078,68.478,472.479,328.260,296.899,436.191,79.492,119.181,484.640,180.968,134.194,479.746,167.951,144.225,436.855,105.134,250.241,495.652,363.058,197.893,450.167,103.333,145.301,452.913,373.308,325.960,489.391,290.451,37.670,468.830,206.109,18.686,434.147,73.322,157.162,503.917,288.340,118.322,460.316,386.366,307.695,474.911,266.154,281.544,503.363,328.974,148.544,402.641,36.736,112.054,504.667,290.233,168.427,445.193,109.050,219.442,379.815,18.162,246.043,366.051,9.678,262.201,481.459,381.898,47.714,414.385,59.554,73.919,459.617,146.451,46.910,467.455,171.827,48.435,479.870,358.007,17.959,471.060,376.743,284.206,437.692,81.885,176.845,472.879,289.914,305.925,460.852,136.293,80.433,448.839,103.594,118.799,481.323,380.203,256.780,490.596,389.198,102.185,493.353,351.198,232.579,502.916,309.697,80.194,506.111,308.048,125.124,492.690,344.051,257.406,486.204,192.635,80.119,493.931,306.397,59.297,379.753,51.480,320.841,468.927,173.152,259.476,413.869,49.501,196.827,383.047,11.329,199.176,357.423,18.891,309.909,491.824,421.753,122.524,463.795,410.106,13.734,507.582,233.783,124.156,500.141,213.664,129.899,462.646,183.076,18.298,486.841,402.857,223.379,490.170,392.870,85.438,378.286,7.736,130.348,416.213,87.053,287.877
